comment,sentiment
祝福你快乐,0
你要我怎么回答呢。。。妹子[泪],0
[晕]看来快递能到就行，天数还是别要求了,0
[疑问]额！我一直工作很有重点哦！还有什么是桃花要筛选？[晕],0
[泪][泪][泪]主怀安息！,0
[怒]为什么总是错过？,0
九爷啊！！！！[泪],0
穿著制服?TMD禽?不如。[怒],0
我们不应该谴责这两位老人！应该追寻这背后的原因！是什么原因造成两位老人这样滴？这不是两位老人滴悲哀，是有关部门滴悲哀，是社会滴悲哀！,0
中午可以睡觉了……[泪][泪][泪][睡觉],0
舟舟！快管管我这头杂草吧！[哈哈][哈哈][衰],0
[失望][蜡烛],0
这是如何骑上去的呀[吃惊],0
录完了，写完了，困死了，晚安！[晕],0
天天炒面加煎蛋,0
我本来就怀疑飞机上的毛毯是不是都是干净的，特别是国内的航空公司的。这事该怪航空公司呢？还是负责清洗的公司？那天看到一个新名词“互害型社会”[衰],0
擦，早上6点上高速，走成南高速转渝遂高速，一路上都是追尾啊！中午11点在吕蒲堵了一个小时，立马看见出口出来走老路，现在终于到重庆啦！[抓狂][抓狂][抓狂]我在:http://t.cn/zRzEulE,0
超级想喝可乐[抓狂],0
帆哥于地下酒窖品尝20年陈酿原浆，据说有60多°，可惜不会喝，白瞎粮食了。[抓狂],0
我在这里：#朝阳区#火炉火望京店灰常不好意思…让你们等这么久，才吃上饭！[泪][泪][泪]嘎嘎……,0
他现在安好吗？,0
冯导筹办的晚会总体上一样没有吸引力[哈哈]难道只是自己早已不喜欢这样的晚会的原因吗[抓狂],0
人还不如畜牲呢!,0
我们都准备走了。。。。阳光这才偷偷进来。。。[泪][围观],0
一个半小时的课下来，腰是真心酸[悲伤]却也让人不由自主地挺拔[鼓掌],0
回复:是啊，感谢-周。省下来的一点时间，我会想更好的方法，把你们也解救出来。吼吼~~~~[哈哈]刚才是想笑的，结果点成了吐，不好意思,0
夜色朦胧。雨后空气好新鲜！一轮弯月当空照，把酒问青天！[抓狂][偷笑][偷笑],0
真想爆粗口！还是人吗！[怒][怒][怒],0
我饿[泪][泪],0
[泪],0
撸！牛逼！2B！,0
3205天，也用掉了大部分。[抓狂],0
一泡茶，一炷香，一轮月，还有一个最不合时宜的PPT，，[泪][泪][泪],0
中国人都看不懂，翻译成英文和法语，西班牙语，俄语，日语，韩语，拉丁语，谁看的懂呢？？费解？？？！奖金应该给翻译！荣誉勋章自己戴上！大家要学习中国历史啊！[晕][晕][围观][围观][围观][围观][围观][围观],0
[抓狂][抓狂][抓狂],0
广告之后，最佳女主角马上揭晓！！,0
"有没有发现,电信营业厅永远都有人在吵架,一屋子人好像没一个人在办业务,我前面有两个吵架的吵了一个小时没有解决,能不能让我交个宽带费我要回去写稿[怒][怒][怒][怒]",0
我羞愧了，晚上吃了半斤烧卖，一大碗羊杂汤，10串新疆大串，4串鱿鱼，一个菠萝，还吃了一罐MM糖[抓狂]。。。。我还是嗑瓜子吧，热量比较小,0
熊孩子~~,0
悲催了，俺今天限行，周一还继续限行![泪][泪][泪]提醒尾数为9的朋友!,0
[晕],0
还在彩排呢激情飞扬[抓狂],0
我也饿了,0
回复:亲，免运费，免菜金，免打包,0
损失不小啊……,0
“我要我们在一起”~私信地址来吧幸福的人儿~~,0
12天的历险[晕]终于过去一半啦[衰],0
猛然发现，「财经郎眼」之前的广告是修正牌消糜栓。[衰],0
心宽体胖。[呵呵][嘻嘻][哈哈][爱你][晕],1
我：要一起出去看月亮吗？他：不能。牛夫人。[怒][怒][怒][怒],0
[泪],0
我在这里：#NewYork#此刻，本地时间下午四点，我一个人在五大道吃点喝点[嘻嘻]自在啊[馋嘴]，很喜欢这种无拘无束无人监管的自在。还有三个小时万圣节的游行要开始了，我是扮一下呢还是扮一下呢[抓狂],0
儿子对我生动地说：＂我是你的肉，所以你不能打我！打我就是你自残！＂典型的先给我断道儿呀[抓狂],0
炎炎夏日澜出街，只为我的指甲，光疗毁一生。[晕]永不回头！！！！,0
[抓狂][抓狂][抓狂],0
[泪],0
#一支独秀#感觉我养的这些植物统统怪异[衰],0
过去冬天春天一定会来临[泪],0
杨桃院子紧挨两个学校，一个是汉伟幼儿园，现已到期停办，再也不能和小朋友唱儿歌了[失望]！还有一个是百年的厦门二中，周一到周五早晨八点多会有十分钟早操，抱歉不能让您一下睡到自然醒，不过倘若醒来睡不着就起来到院子听鸟鸣晒太阳吃早饭吧！[太阳],0
大半夜的，小区里真热闹。找狗的，找鸡的，狗找主人的，外带我这个遛狗的！[晕]最近是闹狗期，各位看紧自己宝贝呀！,0
[神马],0
感官评委校对到十点半，又喝了不少咖啡，搞得来毫无睡意，只有那两只猫睡得着！看来又是一个不眠之夜！[衰],0
咬牙能做十个[泪][泪][泪][泪],0
大过年的车被撞了！[哼]真堵心[怒骂]我的爱车[泪][泪][泪],0
→_→,0
冠军，是哭还是笑,0
＜二次曝光＞看的一头雾水[晕],0
哈哈哈哭了哭了，好激动~好感动！,1
今天是怎么了！继老爸紫苏事件后，午饭吃了老妈做的红烧大虾居然过敏了！我知道自己自要吃没熟透的虾会瞬间过敏，但吃老妈做的虾二十多年，今儿个第一次啊！我以为只有我自己会做菜欠火候！老妈啊老妈！木想到您这五十多年的厨子也有失手的一天啊！还就被您亲闺女赶上了，哪说理去[泪][泪],0
靠！这年头骗子太嚣张，盗用我的QQ号之后明目张胆的骗钱！太缺德了，但骗子终究是骗子，漏出马脚是必然的[怒],0
求扑倒，球强暴！[泪][汗][抓狂][偷笑],0
哎！从明天开始正式带框镜了[汗][怒],0
我的新裤子，今早遭遇了菜汤，粥，刚刚又混合了山椒鸡爪子的汁，快哭了！！[泪][泪],0
回到杭州，心仍在高原。一堆照片没时间整理，急煞我也[抓狂],0
在中国，还是山寨强大[衰],0
8点半起床刚出发[泪][泪][泪]会不会迟到呢[哈哈][哈哈][哈哈],0
?亡...,0
这年头，做错事的比没错的还激动～～老太婆，驾照不带，行驶证不带，好好停着一屁股撞上来，口气还像是我撞了她。我噻个照留个证据还屁话一堆。去死吧！！活着害人，别浪费国家粮食了。[怒],0
一件作品一个人生[心][泪],0
据说一人开了5000公里？过瘾了吧~[晕],0
回复@?洋Andy:[嘻嘻]红军不怕远征难～,0
明天还有一场~住在旁边就好了~[泪],0
小家伙没有在家一点都不寂寞[泪][泪]蚊子陪我到现在啦[怒][怒][怒][怒]又疼又痒我恨你该死的嗡嗡我在:http://t.cn/zloYhPw,0
难得早早的就躺在床上，为繁忙一周的做充分准备，可怜俺家那位刚到上海，就被没人性的老板叫去办公室改稿子！[委屈][可怜][可怜][怒骂][弱][弱]这样比起来，俺的领导不知好多少！[偷笑][偷笑][good][good],0
好赞的照片。好好看！昨天累坏拉。回家就直接睡了[泪]。但真的很开心！谢谢款待。下次一定要轮到我们来宴请啊！,0
在我快忙晕过去的时候发这等残忍至极的美食照片，再看看我碗里的冷烙饼，烂土豆和咸菜丝，做人的差距咋就那么大捏！[泪],0
晚上在酒店大厅偶遇几个韩国大叔，真像韩国电视剧里的大叔啊，于是加入他们的龙门阵，从竹岛聊到钓鱼岛，后来其中一位居然端出来一瓶烧酒……喝了一杯就晕了，阿西巴……[衰]明天崩密列密野探踪，早睡早起，大家晚安！,0
平胸的图片被自动屏蔽了呗2333,0
广告败笔，踩在别人身上往上爬的酒店又会是什么好酒店？,0
晚上我在吃了个简餐，花园里百十号客人来这是享用这里最有名的水餐的，老板娘亲自烹制，据说采用时令水果配其他食材，获得过各种大奖，登上过不少知名杂志，可惜一人没法吃啊，只有看照片了[泪]我在:http://t.cn/zR0rzUU,0
额也胖了[泪],0
[蜡烛],0
#ladiesnight#。有人嚷嚷着要吃辣，那个人就是超级怕辣又辣不怕的我！我的架势，两个碗，一个放茶水[偷笑]……想吃辣，可能是想刺激一下味蕾，这几天麻木着。红红油油的绝对不是我的菜。辣，相比湘，我更爱川的麻。我要喝麝香甜白[泪],0
谁能支招儿去掉我的黑眼圈儿，我感谢他八辈儿祖宗。[抓狂],0
#开饭午休#《致青春》大热，我们纷纷怀念起学生生活。其实青春中很重要的一项记忆就是：食堂！有才网友制作了这张【食堂打饭示意图】，小编深感，虽然打饭如打仗，但是还是食堂最实惠啊！[泪],0
#乐游八一八#[泪]据《每日邮报》报道，迪拜美国大学停车场每天都停满了各式各样的豪车，而这些车都属于那些年方18~24岁的大学生们。土豪的世界何时能懂啊~~转,0
真是个好主意！,0
[泪]这还天天做面膜呢！,0
我点开视频几秒钟就看不下去了那些工人又怎么可以如此冷酷的继续着他们的“工作”[泪]善待动物～,0
剃毛什么的最悲催了[衰],0
[衰][花心],0
我的邻居不是爱唱歌，就是爱叫床。麻辣隔壁！[怒],0
扒词工作的秘诀要务就是耳中无字眼中无字心中......还是无字[晕][晕][晕],0
被要求不准喝咖啡的上午困死了困死了困死了[泪],0
有,0
国际宰人岛[怒],0
为什么能淡定到说爱妈妈？人的本能应该是喊救命吧,0
昨天朋友滴话，再一次坚定了俺要去的心。。,0
听到诵经声，很有感觉，原来音响效果！[泪],0
俺这人对表格呀、数字呀，超不灵的～悲惨的日子今儿又开始了，[晕]了去。,0
戴口罩随8级大风飞舞的感觉太糟糕了[抓狂],0
Keywest之后…还有之后…[晕],0
南锣鼓巷的过客，和德妃一起吃过…[泪][泪],0
我也想当岳飞，可是我怕疼[泪],0
[晕]口条不听使唤了...,0
一大早签美签真庆幸这是最后一次以后可以再不用签了。寒风中等待真够辛苦。再上两天班就可以休假一周了。为了这一周我已经连续上班无休息一年了[泪][泪][泪]。安排起来吧！先来个肉干下下酒！,0
到达谷来镇.发现山坡种植着大片的香榧树.也将曾经的毛竹林砍伐来发展香榧[失望]想必这样少了茶叶和毛竹的环绕，香榧的味道也有变化吧！每年11月会举办“香榧节”各种技艺展示，也会有炒香榧、炒茶叶比赛等！我在:http://t.cn/8FJK26Y,0
[衰],0
这，还真没看明白[抓狂][抓狂]。,0
心酸...,0
第一次看见～叫什么名啊？[晕],0
[衰]是够邪性的,0
你妹啊，这他妈才几点，我怎么一到休息就醒的那么早啊。[抓狂],0
[晕][偷笑][嘻嘻][哈哈][赞]这太牛了,1
依法治理没有错！以法欺人就太TMD的操蛋了！,0
收工啦！收工啦！[鼓掌][鼓掌][鼓掌]今天爬了一天的山，还没消肿的膝盖一直在抗议[泪][泪]我只能说对不起了，回北京一定让你们好好休息休息[委屈][委屈]http://t.cn/zWfoTQ7,0
"[奥特曼]老子现在成了""一天不看银他妈就会死星""人....TAT...肿么办啊?就要看到第二季最近更新的那集了...[泪]..现在舍不得看啊..以至于把银他妈声优见面会都看完了[汗]..泪奔...老子不想苦逼的每天等更新啊....[抓狂],,,,所以...再从头看一遍吧....恩!!!!!",0
"有左就有右,分左右不怕,真要是只有可耻和不可耻的区别,那可太恐怖啦!!![抓狂]",0
[蜡烛],0
不象。真的！如果不想象，真的不不不不象。,0
这年头靠一招鲜的品牌都要会包装才行,0
可怜的小胖纸，太照业鸟！[泪],0
欧盟：“土豪，求包养！[花心]”中国：“妞儿，给爷笑一个先。[阴险]”美帝：“你们滚犊子！[抓狂]”,0
虫虫危机[抓狂][抓狂][抓狂],0
无比热泪盈眶的感谢尊敬的亲爱的在国庆期间，国家大剧院#话剧王府井#一票难求的情况下给潘娟的老爹老娘弄到了三张票[泪]虽然我的票被抢了，但我...春节看过了[偷笑]感谢老爹老娘让99班更团结更温暖...任重道远！,0
本来是早餐的半个好丽友被当作中餐吃了....[衰],0
看来没有长熟的黄瓜不能吃哦[抓狂],0
我的表一直勤勉的走在时间前面[挖鼻屎]让我一度怀疑自己是不是走路时胳膊甩得幅度太大了[委屈]。近日来它更健步如飞--五天居然快了四分钟，我再也忍不了了[抓狂][抓狂][抓狂]明儿我就把你给送去看病！让你得瑟！[哼],0
想不通想不通[抓狂]警察说车子过期一个月未年检，所以要罚款，我认罚；警察说未按时年检车子现在就不能开，所以要拖车，我认拖；警察说当天不能受理，所以隔日取要交停车费，我认交；想不明白的是，TMD隔日去交通队缴了罚款停车费拖车费后，车子成安全了？有罚单护佑，车子就可保安全地开去验车[怒],0
原来不光有盗QQ骗钱，还有盗MSN骗钱~看过这么多例子，第一反应不是打电话问本人确认事情真假而是反应没网银无法转账，还傻了吧唧去问共同朋友能否去转账~这骗子得多感谢我啊！还好反应快~唉~赶紧换密码吧[衰][衰][衰],0
[怒]生活水平明显提高，竟然让我肉眼看到了肉!想想去年今日，我们还生活在水深火热中[泪],0
这个绝对不是富强粉~,0
我是做完了很舒胡，睡到自然醒了，忍不住发了这条，又继续睡啊???很自然，很平衡[鼓掌][鼓掌][鼓掌],0
BB挂了，谁之前下载了MarketingResearch的作业了可以发给我不？[抓狂],0
【别人的老师VS你的老师[泪]】四川最美英语老师红了，福建厦门九中英语老师MissWu被称“最萌萝莉老师”，安徽农业大学最美法语老师也走红了…同样是老师，差别怎么这么大呢[哈哈]（图：快乐麻花）,1
回复:[泪]我现在兴趣是不是有点多,0
[泪]你回家七天，他们等待一年。[可怜]春节回家，多陪陪爸妈。全家人坐在一起说说笑笑，就是最幸福的事。[抱抱]也将在初一至初七每天上午重播《超级笑星》经典晋级赛节目，七天假期，让《超级笑星》陪伴全家人新的一年笑口常开~[嘻嘻],0
回复:[偷笑],0
从几百万瞬间到零的不寻常变动，虽然并不能影响《璀璨人生》的全国收视第一！[hold住]但希望这样人工操控、背离观众的收视污染远离我们的电视圈！[怒]也送给“被算计”的喜爱《璀璨》的观众朋友们一个好消息，下周六晚（9.14）璀璨主演登陆大本营！欢迎大家继续支持！[鼓掌],0
一车乘客获救，但司机，却永远地走了~[泪],0
学校没了，还以为会回去应征一下我的回忆，结果我只能坚守记忆了[泪],0
小泼妇[怒][衰],0
早高峰的2号线真是够了！！！人怎么会那么多那么多还越来越多啊！！！[抓狂][抓狂][抓狂][抓狂],0
老妈今天居然在我上班的小区路上捡到了我昨天丢的一颗扣子??????顿时觉得丢手机的事情变得很渺小！[衰],0
我已经深度中毒[泪][泪][泪],0
浙江卫视。。不播广告会si啊。[晕][晕],0
枪毙，畜生！孩子碍你什么事了[怒][怒][怒],0
每次失眠都?想起?去的得?失。[悲伤][悲伤],0
组织了一个多月的滑雪活动今天终于还是没成功[抓狂]说的对，再不去雪就滑了[哼]你们的人真是太不靠谱了，我恨你们！尤其是[怒骂]爷自己去滑雪了，你们再想找我都找不到了.你把牛宰啦？我没带钱.别挨骂了！,0
连自行车都堵，这还叫路吗[衰],0
一直以为今天周三[晕],0
那伦家确实忘记了，要不问问元芳是否还记得！泪][泪][泪],0
周末这两日看你推荐的《步步惊心》，读到紧张精彩之处不知不觉将十指手甲全部咬得“斑秃”，现在我是咬牙坚持打字和干家务呢。[抓狂],0
积重难返,0
又看了一遍宋朝的靖康之耻和明朝崇祯皇帝的自杀因果，真是太难受了。[衰]不出轮回，终会受大苦报，当真苦不堪言。即使过去世曾经是怎样辉煌，也终免不了堕落。[泪流满面],0
回不去家了，赶紧打车！[泪][泪][泪][泪]我在#长虹公园#http://t.cn/zOeWnmF,0
回复:没找到[泪],0
太心水了！家里是铜的，工作室只能用电磁炉，所有就只能重新买啦...[泪],0
天哪不号种吗？我还想试试呢,0
刚加的微信，恍惚间我还以为是她儿子...[汗]，刚哥，我错了...[泪],0
好多人骂写这个帖子的“楼主”，我倒觉得两人名校毕业，二十多岁年收入加起来50万，在北京怎么也算上中产了，要结婚还要计算的这么实际，还不能说人家想的问题不会是困难，真悲凉[衰],0
回复:哈哈～～看来男士一露点还有催吐的功效～～三爷快来啊，快点吐啊～～,1
啊！他们怎么干这事儿啊[吃惊][哼][失望],0
宝贝！一路走好[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][来][泪][泪],0
一分钟有多长？这要看你是蹲在厕所里面，还是等在厕所外面了[嘻嘻]哥们，不赖你，是因为地球引力出了问题[怒],0
[衰],0
就是啊，20W真不够啊,0
畜牲。。。[怒]老人家，您何必呢！这年代您越让他就越不知天高地厚！一路走好[微风],0
[泪]天呐，这就是中国男人的辛酸泪啊~~~~~是不是啊！！,0
#装修那点事儿#装修合同签了一周了，我一直没去房子看看。今天我给工长电话问他我家什么时候开工？工长说工人已经在我家干了好几天活儿了！[衰][晕],0
[偷笑],0
到酒店吃好饭了，今天真把爷累爬了……[衰]，但爷欣赏到了如画般的美景，征服了这公路。,0
银锭再也望不见那西山[泪],0
暗恋那些事儿[失望]你也有过这样的纠结经历么,0
过年会往外发大红包才是真的吧[泪],0
今天早晚都按了十几次指纹才刷上，被嫌弃了[泪][泪][泪],0
冒着台风去处理保险事宜，回来路上去超市屯了包括薯片，冰砖，泡面在内的一包粮食！突然就想到去年被困三亚的情景了[晕],0
我在珠海看到过！牛逼死了！,0
我也要O(∩_∩)O哈哈~。。。[偷笑],1
饿了，狠了半天心决定自己做个三明治吃，晚上没吃饱，亏了[泪],0
这是怎么了[泪],0
公布了我们参观一下，这么多年没见过真正的“人渣”了。[怒],0
[泪],0
我能说我都抽过吗！哈哈,1
天气差，连网速也超慢~这日子[衰][衰],0
今天收到德语老师的读后感想，其实，我得承认，我和她的感觉差不多。书出版以后鼓起勇气再读了一遍，居然感觉自己一点也不像最初写作时那样喜欢若谷了。【无奈摊手】我可是在序里写她是我深爱的女主角啊…[泪]（最后我想说的是，学德语的人，终究是得有铁石心肠，不然怎么能学会这门语言呢）,0
//:*从2008年开始，中国的地方政府债务由2.35亿美元激增至1.6万亿美元*北京居民一年的收入全部用于买房，他只可以买到0.56平方米*中国约有6400万个空置房*五年后，中国的信用卡债务或激增600%*超过5亿的中国人每天生活费不足2美元*中国平均每天发生493起群体性事件。。。[抓狂],0
一早看到这个，全身都是正能量！好声音！好评委！好感动！[泪][泪][泪]还有，我太喜欢了！,0
才看到第三集啊！不行了啊！虐死了啊！眼泪哗啦啦啊！[泪][泪][泪][泪],0
下次回昆明就是长水机场了。,0
夏目友人帐在看到露神の祠的时候也是哭了几天几夜,0
谁来救救北京？不想有一天需要带着防毒面具才能出门[泪],0
[鄙视]一怒再短发去，泥马啊，这是封建旧社会啊[抓狂][抓狂][抓狂],0
百变忻我想去沈阳[泪][泪][泪][泪],0
我是跟你和李帆在台下聊天的,0
感冒了好像[泪]嗓子好难受!,0
[晕][晕],0
[抓狂][抓狂][抓狂]生日就送???[耶],0
我大概能猜到了[怒][哼],0
[拳头][拳头]加油,0
CAO!NiDaYeDe！！,0
善待动物,0
#活动回顾#美食兵团第二期，再次用绳命做测评！7种咖啡！[晕][晕],0
回复:最遗憾的就是，报道非常多，至今没去过。[泪][偷笑],0
你高了不起啊！[怒][鄙视],0
会不会沉[疑问],0
只要一回家洗完澡，打开电脑。就会把之前计划好的事情全都放弃。哎~[衰],0
在破纪录方面Yekaterinburg还不能跟北京比较!,0
你们[抓狂],0
帝都干燥的天气真是折磨人啊，刚来一天就眼睛嘴巴鼻子干的要死[怒],0
#北京暴雨#连个雨星星也没看见，反倒是我觉得缺氧的很……[泪],0
[失望]鼻酸[泪]粑粑[爱你],0
祝福你生日快乐，甜蜜每一天如清新的草莓蛋糕～,0
都TMD内心强大啊[哈哈],1
Paul的甜?！[抓狂],0
困那[抓狂][抓狂][抓狂][抓狂],0
开始可以评论了，也开始上班了。真TM不想干活。[怒骂][生病][委屈],0
和代笔无关吧,0
还记得她吗？全英最有个性的小花童，当举国都在为盛大的王室婚礼沸腾雀跃时，在新婚夫妇甜蜜拥吻的一刻，她捂着耳朵眼含泪花说：累死了，我想回家！[泪][泪][泪]#港中旅酒店婚礼狂想曲#,0
这个貌似不能打包哈[抓狂][抓狂][抓狂],0
只有我最摇摆，只有我最摇摆[抓狂],0
[衰],0
美吧！这个我去吴哥窟的时候错过了[泪]如果幸运的话可以乘坐热气球。洞里萨湖一定要去看看的。,0
这一句＂说我俩仍在路上＂太过心酸了。[泪],0
索性做了和尚。,0
[偷笑],0
榴莲蛋糕，碳烤大鸡排，什么什么花枝丸，大饼卷牛肉，白兰地巧克力，罪过罪过思密达[晕][泪][抓狂],0
当你笑的时候，所有人都陪着你笑，当你哭的时候，你只能独自落泪[泪]我在这里:http://t.cn/zjcPsTL,0
[怒][怒],0
帮可怜的前台MM转[泪],0
[衰],0
"早上七点从家出发来加班,熬了一天,想打个车回家啊,看看这破街上,私家车也没几辆[哼]这大冷天的[抓狂]帝都今年冷冬哇[手套][温暖帽子][围脖]我在#北河沿大街甲145号院#http://t.cn/zji9Lph",0
又要胖了[泪],0
出租司机问我：“哥们儿，你知道谁卖二手金杯么？”…我当场目瞪口呆…#生命中，总有些接不下去的话#[泪],0
我发现现在小孩玩具太好玩了，各种奇妙设计，当然价格也挺奇妙的[晕],0
用电脑打开微博，居然直接给我升级成新版了，各种不适应ING。。。。[抓狂][抓狂][抓狂],0
数度落泪![泪],0
人民币[泪],0
中国为什么限制自已的电影发展而让别国的电影发展这么好而中国又花大价钱进囗它们来赚中国人的钱[疑问],0
你是转给我看的吧[晕],0
没有机位，只能明天才回北京[泪]台北大雨，哪儿也去不了。突然想起，要去永康街的那家鼎泰?吃一?。味道跟北京比，基本一?。菜式大部分也相同。但是??比北京便宜很多，我按照我平常的??，????些菜。?有就是台北的鼎泰?像是家小吃店，而北京分店，那是高?餐?。,0
虚伪[泪][泪][泪],0
没看到[泪],0
偶也来帮忙推广一下[偷笑],0
好可怜的小东西。。。,0
这真是至理名言[泪],0
昨天还记得今天是七夕节，一早起来就忘了。当然，我那位也忘了，还是朋友的短信提醒了他，他才蒙蒙地说，节日快乐。我半天没反应过来，什么节日？咦，不是我生日啊，那是什么节日？中秋？也不对啊。他说，[抓狂]猪啊，情人节！那你怎么不准备礼物！[汗],0
白天明前原来红茶包，美。今早一杯普洱……赶明我捡个树枝剁巴剁巴砌水得了[泪],0
[悲伤]我的宝贝老是拉肚子，思密达，妈咪爱都吃过了还是不管用，真是闹心哪。怎么办呢？,0
含蓄点到为止让人思考的听风者很好看[泪],0
[泪][泪][泪],0
我帝妈爷、、、尖儿货塞满一冷冻抽屉[抓狂]谁会做就快来帮厨[抓狂],0
首次来到几百公里以外的陆梁油田，参加陆梁油田作业区成立十周年大型文艺晚会。[嘻嘻]29号晚把笑声送给和平年代最可爱的人……这个油田厂区好大啊！[泪]不敢自己走动，怕走丢了被狼吃掉！在来的途中看到了野狼，狐狸，兔子，鹰……俨然是个动物园……哈哈～,1
注意身体！,0
第一次?友人?，精神病人思路?，2B青年??多....我?乎笑到流?！[嘻嘻][泪],0
好想毛毛...[泪],0
飞机晚点~[泪]我在这里:http://t.cn/zlj7yXb,0
怀念金童！,0
全民宋慧乔啊……话说，技术再好，皮肤也得有个好底子才行。行了我还是喝黄豆猪蹄汤去吧……[泪],0
[蜡烛][泪],0
核弹头老得好厉害?[泪],0
不湿身[抓狂][抓狂][抓狂],0
左右鼻子都塞住了。好辛苦[生病][衰],0
南航服务质量一直挺差的。[怒],0
这对于爱动物的人来说，无疑痛心。但社会上还有那么多吃不饱，穿不暖，生活在贫困地区的人他们是不是更需要帮助？对于我来说，这都是难题[失望]只能尽自己的所能了,0
因为蒙牛都下架了！[泪],0
[ok]试用！,0
俗话说，打打更健康啊亲[偷笑][偷笑],0
这孩子太悲剧了，是大家救了你啊,0
直接枪毙,0
居然还有几位女性。先性别筛选一下再人肉是不是好些？这软件太雷人了。,0
十年，我在支付宝花了很多钱...说多都是泪[泪][泪][泪]#十年记忆支付时光#,0
不断加我的小朋友们，我真的是郭涛，但我真的不是石头的爸爸……[晕],0
帝都的空气质量真心不好！这才几点啊，天已经灰蒙蒙的，需要开灯了……[悲伤],0
扎了2针，抽了5管血化验。然后一个月后还要被从喉咙插根管子进行检查。同学们，爱惜自己的胃吧。[泪],0
[吃惊][吃惊],0
烘焙展不好玩，还是有的的吃才好！下午茶时间我们在夏朵花园补午饭餐，5个人点了披萨、海鲜饭、龙虾面、几样前菜，和8份甜点！！！[抓狂][抓狂][抓狂],0
又到了吃货们懊恼“假期多少天，长胖多少斤”的时候鸟[抓狂][抓狂]，谁叫你们错把他两贴在一起了呢[哈哈]！难道是因为电影#在一起#正在热映，你只顾着让看起来很般配的他们在一起了吗？,1
代小儿给老父上柱香、烧沓纸。好多话没来不及说，好多心情来不及表达。就是个慢热的人，亲人离开一年多了，伤感才慢慢渗透出来。[泪]最后敲一记钟吧，逝者已去，来日可追。。。?我在这里:http://t.cn/z8L8wDl,0
要不要?麽??[泪],0
我也干过这事，一早兴冲冲的打开音乐一路狂奔，忽然....一脸苦逼相了！,0
还能说什么[怒],0
很难得这么顺的打上车，到机场后发现晚点至少一个半小时[抓狂][抓狂][抓狂]我在这里:http://t.cn/zlK9v5K,0
不喷香水的女人是没有前途滴。香奈儿奶奶如是说。此物从机场免税店图便宜带回，本想高级一把变为Chanel粉，可拆包以后。。这味道熏的我直想吐。。。适应了一会，闻着还是想吐。这泥马太恐怖了，难道骨子里注定姐就不是那精致的人儿？[衰][衰]我在:http://t.cn/zYHLZes,0
[伤心][伤心][伤心][伤心],0
好吃的是外边裹的那层,0
我在新街口被下车了[晕][泪][衰],0
休整的享受就是在酒店看烂片，宅！[晕],0
昨天做梦，梦见宝宝有10个鸡鸡。。。[汗][泪][泪][泪],0
[抓狂][抓狂][抓狂][吃惊][吃惊][吃惊][吃惊][吃惊][吃惊][吃惊][吃惊],0
回复:以后咱们也这样吃？？？大蒜馒头咸菜……………,0
师太总调皮。[嘻嘻],0
好大的雨[晕],0
熟透了[泪],0
没人理呀！请求转！,0
阳春面可没炸酱面好吃！,0
刚去浇花才发现，我可爱的球球花盆不知道什么时候，悄悄自杀了，[泪][泪][泪]。。。默哀ing。。。,0
[泪][泪][泪],0
之前不小心把75写出了（75-11），然后这条微博就无论如何都发不出来了。[衰],0
可惜不是我，一觉到天明！,0
回复:??的~你悠?的?候，已?很享受了[偷笑]#姐姐立正向前走#加油丫！,0
在涵珍园，SLH午宴，终于开吃啦！我饿啦~饿饿饿~[馋嘴][馋嘴][馋嘴][汗][晕][晕]我在这里:#涵珍园#http://t.cn/SM8nLF,0
朕乃忧国忧官民习以为常[晕],0
其实我并不开心[失望][泪],0
查完了，中度脂肪肝。。。[泪],0
居然还有榴莲煲鸡汤！！,0
回复:我刚才是转发的我要让大家都看到你的丑恶嘴脸,0
原来如此，又是大风[失望],0
已经做到好几点了，偶也步入相亲的行列了！[泪],0
好坏[泪],0
流氓天朝[怒][怒],0
[衰]太过分了,0
求民众代表监督检查全过程！,0
回复:你怎么能这么了解他，从前到现在！你说的字字见血！针针到肉！！我就纳闷，说自己是广药毕业的很不见得光吗？为什么非要说自己是中山大学毕业？说自己是音乐人？摄影师？明星？模特？噢卖嘎！难道这样档次会显得高一些么！[挖鼻屎][挖鼻屎][思考][思考][衰][衰][疑问][黑线],0
[晕],0
[汗],0
一早起发现我最爱的香水不见了，没有了好心情。[泪][泪],0
这只宫廷黄鸡太精神了，真不舍得吃[泪],0
那咱们再一起努力吧！,0
我想买HD25[泪],0
为什么我不知道[泪]你也不知道,0
抵制,0
听到好的声音，会让我感动的瞬间热泪盈眶[泪],0
周校长忘了那句话“台风来了，猪也能飞”！[挖鼻屎][鄙视][衰],0
忐忑从何而来？你的心里。为什么忐忑？不能告诉你[泪][睡觉],0
三观要毁！！,0
有压力[晕][晕],0
你是说于总哪？,0
说明你是贤人！,0
[嘻嘻]这是配合春晚广告销售部吗？我仍然记得2009年他们的嘴脸[怒],0
#敢吃逗你玩#【新郎看到新娘穿着婚纱的那瞬间】据说，在国外，新娘的婚纱只能在结婚当天新郎才能看到，这个习俗延续于希腊的传统。于是......这满眼的可都是真爱啊[心]新郎哭的好萌[泪],0
